Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Active
champs_id,source_information,,text,CHAMPS ID,,,,,,,,,,,,, @CHARLIMIT='9',1
form_version,source_information,,text,Form Version,,,,,,,,,,,,," @HIDDEN@READONLY@DEFAULT=""2.1.0""",1
am1_country,source_information,,radio,CHAMPS site,"004, Kenya | 003, Mozambique | 007, Sierra Leone | 001, South Africa",,,,,,,,,,,,,1
am1_info_avail,source_information,Adult Clinical Data Abstraction Form,radio,Is any clinical information available for this case?,"CH00001, Yes | CH00002, No",,,,,,,,RH,,,,,1
am1_oth_study,source_information,Adult Clinical Data Abstraction Form,radio,Was the patient ever enrolled in any other studies?,"CH00001, Yes | CH00002, No | CH00003, Unknown",,,,,,,,,,,,,1
am1_oth_study_id,source_information,Adult Clinical Data Abstraction Form,text,"If yes, please list studies and study IDs, if known.",,,,,,,[am1_oth_study] = 'CH00001',,,,,,,1
am1_dss,source_information,Adult Clinical Data Abstraction Form,text,DSS ID (if available),,,,,,y,,,,,,,,1
am1_fac_multi,source_information,Adult Clinical Data Abstraction Form,radio,Was clinical information obtained from multiple facilities?,"CH00001, Yes | CH00002, No",,,,,,[am1_info_avail]='CH00001',,,,,,,1
am1_fac_type_sl,source_information,Adult Clinical Data Abstraction Form,checkbox,What type of facility were the sources obtained from?,"CH00012, Hospital | CH00013, Health Center | CH00014, Health Post | CH00017, Other location | CH00003, Unknown",Select all that apply,,,,,[am1_info_avail]='CH00001' and [user-dag-id] = '257',,,,,,,1
am1_fac_type_ke,source_information,Adult Clinical Data Abstraction Form,checkbox,What type of facility were the sources obtained from?,"CH00012, Hospital | CH00013, Health Center | CH00014, Dispensary | CH00017, Other location | CH00003, Unknown",Select all that apply,,,,,[am1_info_avail]='CH00001' and [user-dag-id] = '258',,,,,,,1
am1_fac_type_oth,source_information,Adult Clinical Data Abstraction Form,text,Specify other location where sources were obtained:,,,,,,y,[am1_fac_type_sl(CH00017)] = '1' or [am1_fac_type_ke(CH00017)] = '1',,,,,,,1
am1_fac_sl,source_information,Adult Clinical Data Abstraction Form,checkbox,From what facilities was information obtained?,"CH02739, Bo - Government Hospital | CH02740, Bo - Agape CHC | CH02741, Bo - Child Resue Center | CH02742, Bo - Children Hospital | CH02743, Bo - Favour MCHP | CH02744, Bo - Gender MCHP | CH02745, Bo - Gila's Hospital | CH02746, Bo - Haikel CHC | CH02747, Bo - Kindoya Hospital | CH02748, Bo - Lewadu CHC | CH02749, Bo - M. M. Maternity MCHP | CH02750, Bo - MCH (Kakua) Static | CH02751, Bo - Mercy Hospital | CH02752, Bo - Needy CHC | CH02753, Bo - New Police Barracks CHC | CH02754, Bo - Praise Foundation CHC | CH02755, Bo - Simbo Town CHP | CH02756, Bo - SLRCS (Bo) Clinic CHC | CH02757, Bo - Tikonko CHC | CH02758, Bo - UNIMUS MCHP | CH02759, Bo - Yemmu Town CHC | CH02760, Bo - Zaion (Bendawa) CHC | CH01566, Bombali - Loreto Clinic | CH01569, Bombali - Mabolleh | CH01578, Bombali - Maforay | CH01559, Bombali - Magbeneth Community Hospital | CH01577, Bombali - Makama | CH01558, Bombali - Makeni Government Hospital | CH01573, Bombali - Makump Bana | CH01572, Bombali - Manonkoh | CH01570, Bombali - Masorie | CH01575, Bombali - Pate Bana | CH01568, Bombali - Red Cross | CH01571, Bombali - Robat | CH01574, Bombali - Rokunta | CH01576, Bombali - Teko Baracks | CH01857, Other Health Facility | CH00750, Unknown or Unavailable",Select all that apply,,,,y,[am1_info_avail]='CH00001' and [user-dag-id] = '379',,,,,,,1
am1_fac_za,source_information,Adult Clinical Data Abstraction Form,checkbox,From what facilities was information obtained?,"CH03862, Charlotte Maxeke Johannesburg Academic Hospital | CH02145, BMH (Bheki Mlangeni Hospital) Mortuary | CH01310, Bophelong Clinic | CH02147, Braamfischerville Ext 12 Undertakers' Mortuary | CH01320, Charles Hurwitz Santa Centre | CH02157, CHB Hospital - Respiratory and Meningeal Pathogens Research Unit (RMPRU) | CH02143, CHBAH (Chris Hani Baragwanath Academic Hospital) Mortuary | CH01307, Chiawelo Clinic | CH01303, Chris Hani Baragwanth Hospital | CH01297, Doos Beukes Clinic | CH01311, Eldorado Park Ext 2 | CH01289, Eldorado Park Ext 9 | CH01313, Elias Motsoaledi Clinic | CH02148, Emdeni Undertakers' Mortuary | CH02144, FPS (Forensic Pathology Services) Diepkloof | CH01288, Freedom Park Clinic | CH01285, Freedom Park Clinic | CH01300, Green Village Clinic | CH01317, Hospital St John Eye | CH01319, Itireleng Clinic | CH01298, Jabavu Clinic | CH01314, Kliptown Clinic | CH02156, Lenasia South Undertakers' Mortuary | CH01316, Lesedi Hospital | CH01305, Lilian Goyi Clinic | CH01286, Mandela Sisulu Clinic | CH02151, Mapetla Undertakers' Mortuary | CH01299, Meadowlands Zone 2 Clinic | CH02149, Meadowlands Zone 4 Undertakers' Mortuary | CH02150, Meadowlands Zone 5 Undertakers' Mortuary | CH01295, Michael Maponya Clinic | CH01312, Mofolo Community Health Centre | CH02152, Mofolo North Undertakers' Mortuary | CH01296, Mofolo South Clinic | CH01287, Moroka Clinic | CH01315, Naledi Clinic | CH01291, Noordgesig Clinic | CH01290, Orlando Clinic | CH02153, Phiri/Senaone Undertakers' Mortuary | CH01293, Protea Glen Clinic | CH01309, Protea South Clinic | CH02146, RMH (Rahima Moosa Hospital) Mortuary | CH01306, Shanty Family Health | CH01301, Sinqobile Clinic | CH01308, Slovoville Clinic | CH02155, Thembelilhle Undertakers' Mortuary | CH02154, Thulani Undertakers' Mortuary | CH01292, Tladi Clinic | CH01318, Tshepo Themba | CH01284, Women Plus Clinic | CH01302, Women's clinic Protea Glen | CH01283, Zola Clinic | CH01304, Zola-Jabulani Hospital | CH01294, Zondi Clinic | CH01857, Other Health Facility | CH00750, Unknown or Unavailable",Select all that apply,,,,y,[am1_info_avail]='CH00001' and [user-dag-id] = '381',,,,,,,1
am1_fac_mz,source_information,Adult Clinical Data Abstraction Form,checkbox,From what facilities was information obtained?,"CH03863, Maputo Central Hospital | CH02858, Hospital Central de Quelimane | CH02161, Manhiça: CISM  (Manhiça Health Research Centre) | CH00922, Manhiça: Hospital Distrital da Manhica | CH00930, Manhiça: Hospital Distrital da Manhica - Internal Medicine | CH00931, Manhiça: Hospital Distrital da Manhica - Maternity | CH00929, Manhiça: Hospital Distrital da Manhica - Pediatric | CH02060, Manhiça: Hospital Rural de Xinavane | CH00928, Manhiça: Ilha Josina | CH00925, Manhiça: Malavele | CH02061, Manhiça: Maluana | CH00923, Manhiça: Manhica-sede | CH00924, Manhiça: Maragra | CH00926, Manhiça: Palmeira | CH00927, Manhiça: Taninga | CH02129, ALTO MOLÓCUÈ: Alto Molocue: CS Alto Molócuè | CH02142, CAIA: Caia Sede: HD de Caia | CH02126, CHINDE: Chinde - Sede: CS Chinde - Sede | CH02127, CHINDE: Micaune: CS Madal | CH02128, CHINDE: Micaune: CS Micaune | CH02089, CLINICS  QUELIMANE DISTRICT: Urban 1: Clinia Santa Victoria | CH02086, CLINICS  QUELIMANE DISTRICT: Urban 1: Clinica Boa Esperanca | CH02085, CLINICS  QUELIMANE DISTRICT: Urban 1: Clinica Bons Sinais | CH02088, CLINICS  QUELIMANE DISTRICT: Urban 1: Clinica do Hospital Central de Quelimane | CH02087, CLINICS  QUELIMANE DISTRICT: Urban 1: Clinica VWT | CH02090, CLINICS  QUELIMANE DISTRICT: Urban 1: CS Dream (PRIVADO) | CH02122, DERRE: Derre Sede: CS Derre | CH02123, DERRE: Derre Sede: CS Guerissa | CH02124, DERRE: Derre Sede: CS Machindo | CH02130, GILÉ: Gile Sede: HD de Gile | CH02131, GURUÉ:  Gurue Sede: CS Gurue | CH02132, ILE: Ile Sede: CS de Ile-Sede | CH02116, INHASSUNGE: Gonhane: CS Gonhane | CH02114, INHASSUNGE: Mucupia Sede: CS Bingagira | CH02115, INHASSUNGE: Mucupia Sede: CS Chirimane | CH02117, INHASSUNGE: Mucupia Sede: CS Ilova | CH02118, INHASSUNGE: Mucupia Sede: CS Inhassunge-Sede | CH02119, INHASSUNGE: Mucupia Sede: CS Olinda | CH02120, INHASSUNGE: Mucupia Sede: CS Palane-Mucula | CH02121, LUABO: Luabo: CS Luabo | CH02133, LUGELA: Lugela Sede: CS Lugela-Sede | CH02134, MAGANJA DA COSTA: Maganja da Costa: CS Maganja da Costa | CH02135, MILANGE: Milange Sede: CS Milange | CH02136, MOCUBA:  Mocuba City: HD de Mocuba | CH02137, MOCUBELA: Mocubela: CS Mocubela | CH02138, MOLUMBO: Molumbo: CS de Molumbo | CH02112, MOPEIA: Campo: CS de  Lua-Lua | CH02113, MOPEIA: Campo: CS Posto Campo | CH02111, MOPEIA: Mopeia Sede: CS de Chimuara | CH02110, MOPEIA: Mopeia Sede: CS de Mopeia-Sede | CH02125, MORRUMBALA: Morrumbala Sede: HD Morrumbala | CH02139, MULEVALA: Mulevala: CS de Mulevala | CH02106, NAMACURRA: Macuse : CS de Muceliua | CH02108, NAMACURRA: Macuse : CS Furquia | CH02107, NAMACURRA: Macuse : PS Militar | CH02099, NAMACURRA: Macuse Sede: CS de Macuse | CH02103, NAMACURRA: Macuse Sede: CS de Mbawa | CH02101, NAMACURRA: Macuse Sede: CSde Mexixine | CH02100, NAMACURRA: Namacurra-Sede : CS  Malei | CH02104, NAMACURRA: Namacurra-Sede : CS de Muebele | CH02109, NAMACURRA: Namacurra-Sede : CS de Mugubia | CH02105, NAMACURRA: Namacurra-Sede : CS de Mutange | CH02098, NAMACURRA: Namacurra-Sede : CS de Namacurra | CH02102, NAMACURRA: Namacurra-Sede : PS de Naciaia | CH02140, NAMARROI: Namarroi Sede: CS Namarroi-Sede | CH02091, NICOADALA: Nicoadala Sede: CS  Nicoadala-Sede | CH02094, NICOADALA: Nicoadala Sede: CS Amorro | CH02097, NICOADALA: Nicoadala Sede: CS de Ilalane | CH02092, NICOADALA: Nicoadala Sede: CS de Licuar | CH02093, NICOADALA: Nicoadala Sede: CS de Namacata | CH02095, NICOADALA: Nicoadala Sede: CS Quinta Girassol | CH02096, NICOADALA: Nicoadala Sede: PS Domela | CH02141, PEBANE: Pebane Sede: CS de Pebane-Sede | CH02079, QUELIMANE DISTRICT: Maquival: C.S. Estação Malanha | CH02078, QUELIMANE DISTRICT: Maquival: CS de Inhangulue | CH02080, QUELIMANE DISTRICT: Maquival: CS de Ionge | CH02082, QUELIMANE DISTRICT: Maquival: CS de Maquival Sede | CH02081, QUELIMANE DISTRICT: Maquival: CS de Maquival-Rio | CH02068, QUELIMANE DISTRICT: Maquival: CS de Varela | CH02084, QUELIMANE DISTRICT: Maquival: CS. Madal | CH02083, QUELIMANE DISTRICT: Maquival: PS de Marrongane | CH02066, QUELIMANE DISTRICT: Urban 1: CS  24 de Julho | CH02069, QUELIMANE DISTRICT: Urban 1: CS  4 de Dezembro | CH02064, QUELIMANE DISTRICT: Urban 1: HG de Quelimane | CH02063, QUELIMANE DISTRICT: Urban 1: Hospital Central de Quelimane | CH02070, QUELIMANE DISTRICT: Urban 1: PS Cadeia Civil | CH02074, QUELIMANE DISTRICT: Urban 1: PS Militar | CH02076, QUELIMANE DISTRICT: Urban 2: CS  de  Incidua | CH02072, QUELIMANE DISTRICT: Urban 2: CS de Sangariveira | CH02071, QUELIMANE DISTRICT: Urban 3: CS  de Namuinho | CH02067, QUELIMANE DISTRICT: Urban 3: CS de Coalane | CH02073, QUELIMANE DISTRICT: Urban 3: PS de Zalala Mar | CH02065, QUELIMANE DISTRICT: Urban 4: CS  17 de Setembro | CH02075, QUELIMANE DISTRICT: Urban 4: CS de  Chabeco | CH02077, QUELIMANE DISTRICT: Urban 5: CS  de Micajune | CH01857, Other Health Facility | CH00750, Unknown or Unavailable",Select all that apply,,,,y,[am1_info_avail]='CH00001' and [user-dag-id] = '382',,,,,,,1
am1_fac_ke,source_information,Adult Clinical Data Abstraction Form,checkbox,From what facilities was information obtained?,"CH01897, Aga Khan Hospital | CH01629, Ap Line Dispensary | CH01649, Ashburn Ohuru Clinic | CH02162, Avenue Hospital | CH01650, Bar Agulu Dispensary | CH01651, Barding Dispensary | CH01652, Barma Clinic | CH01653, Barolengo Dispensary | CH01654, Future Life Dispensary | CH01655, Gok Prison Siaya | CH01630, Helsamy Medical Clinic | CH01631, Jalaram Nursing Home | CH01656, Jalsongo Medical Clinic | CH01657, Jamii Clinical Services Clinic | CH01632, Jootrh | CH02159, KEMRI CGHR_Kenya | CH01633, Kisumu County Hospital | CH01634, Kisumu Police Lines Dispensary | CH01658, Kogelo Dispensary | CH01635, Kuoyo Health Center | CH01636, Lumumba Sub County Hospital | CH01637, Manyatta Community Medical Clinic | CH01638, Marie Stopes Nursing Home (Kisumu) | CH01659, Masumbi Dispensary | CH01639, Migosi Sub County Hospital | CH01640, Mtc Clinic (Kisumu) | CH01660, Mulaha Dispensary | CH01641, New Spring Medical Care | CH01661, Ngiya Health Centre | CH01642, Nightingale Medical Centre | CH01643, Nyalenda Health Centre | CH01662, Nyathengo Dispensary | CH01644, Olps Clinic | CH01663, Paula Nursing Home | CH01664, Port Florence Clinic | CH01665, Randago Dispensary | CH01666, Siaya County Hospital | CH01667, Siaya Medical Centre | CH01668, Siwandhe Medical Clinic | CH01645, St Jude's Clinic | CH01646, Star Maternity & Nursing Home | CH01647, Stops Medical Clinic Kenya Ltd | CH01669, Tingwangi Health Centre | CH01648, Tuungane Youth Centre (Kisumu East) | CH01670, Ulafu Dispensary | CH01671, Umala Dispensary | CH01857, Other Health Facility | CH00750, Unknown or Unavailable",Select all that apply,,,,y,[am1_info_avail]='CH00001' and [user-dag-id] = '380',,,,,,,1
am1_fac_oth,source_information,Adult Clinical Data Abstraction Form,text,Specify other facility:,,,,,,y,[am1_fac_sl(CH01857)] = '1' or [am1_fac_ke(CH01857)] = '1',,,,,,,1
am1_barrier,source_information,Adult Clinical Data Abstraction Form,checkbox,Please select any barriers to locating data sources:,"CH02763, Data lost or not in expected location|CH02764, Records damaged|CH02765, Records illegible|CH02766, Discordant records/cannot confirm identity|CH02767, Could not obtain permission from facility to review records|CH02768, Data in offsite location|CH02769, Data in locked location|CH02770, Records under review by another entity|CH00010, Other",Select all that apply,,,,,[am1_info_avail]='CH00002',,,,,,,1
am1_barrier_oth,source_information,Adult Clinical Data Abstraction Form,text,"If other barriers to locating data sources, please specify:",,,,,,,[am1_barrier(CH00010)] = '1',y,,,,,,1
am1_src_medrec,source_information,Select all data sources reviewed for this form:,radio,Medical record,"CH00001, Yes",,,,,,[am1_info_avail]='CH00001',,,,,,,1
am1_src_intrw,source_information,Select all data sources reviewed for this form:,radio,Interview (with medical personnel or family),"CH00001, Yes",,,,,,[am1_info_avail]='CH00001',,,,,,,1
am1_src_card,source_information,Select all data sources reviewed for this form:,radio,Health card,"CH00001, Yes",,,,,,[am1_info_avail]='CH00001',,,,,,,1
am1_src_admiss,source_information,Select all data sources reviewed for this form:,radio,Admission register,"CH00001, Yes",,,,,,[am1_info_avail]='CH00001',,,,,,,1
am1_src_ward,source_information,Select all data sources reviewed for this form:,radio,Ward register,"CH00001, Yes",,,,,,[am1_info_avail]='CH00001',,,,,,,1
am1_src_lab,source_information,Select all data sources reviewed for this form:,radio,Laboratory testing and results,"CH00001, Yes",,,,,,[am1_info_avail]='CH00001',,,,,,,1
am1_src_rad,source_information,Select all data sources reviewed for this form:,radio,Radiology testing and results,"CH00001, Yes",,,,,,[am1_info_avail]='CH00001',,,,,,,1
am1_src_morgue,source_information,Select all data sources reviewed for this form:,radio,Morgue register,"CH00001, Yes",,,,,,[am1_info_avail]='CH00001',,,,,,,1
am1_src_oth,source_information,Select all data sources reviewed for this form:,radio,Other,"CH00001, Yes",,,,,,[am1_info_avail]='CH00001',,,,,,,1
am1_src_oth_spec,source_information,Select all data sources reviewed for this form:,text,"If other data sources, please specify:",,,,,,,[am1_src_oth] = 'CH00001',y,,,,,,1
am1_src_intrw_spec,source_information,Select all data sources reviewed for this form:,checkbox,"If interview, who was interviewed?","CH01145, Clinician or other healthcare provider|CH00010, Other",Select all that apply,,,,,[am1_src_intrw] = 'CH00001',y,,,,,,1
am1_src_intrwoth,source_information,Select all data sources reviewed for this form:,text,"If other, please specify who was interviewed:",,,,,,,[am1_src_intrw_spec(CH00010)] = '1',y,,,,,,1
am1_abstractor,source_information,Abstraction Information,text,Name of Abstractor,,,,,,,,,,,,,,1
am1_abstract_inv,source_information,Abstraction Information,radio,Was the clinical abstractor involved in the clinical care of the case?,"CH00001, Yes | CH00002, No",,,,,,[am1_info_avail]='CH00001',,RH,,,,,1
am1_abstart_dt,source_information,Abstraction Information,text,Date abstraction started:,,DD/MM/YYYY,date_dmy,,,,,,RH,,,,,1
am1_abend_dt,source_information,Abstraction Information,text,Date abstraction (completion of all forms) completed:,,DD/MM/YYYY,date_dmy,,,,,,RH,,,,,1
am1_compinst,source_information,No Information,descriptive,"<body><div style=""color:#11892C"";>No additional forms need to be completed.",,,,,,,[am1_info_avail]='CH00002',,,,,,,1
am2_sex,present_illness,No Information,radio,Gender,"CH00030, Male | CH00031, Female | CH00032, Indeterminate or Ambiguous | CH00033, Unknown",,,,,,,,,,,,,1
am2_dob_known,present_illness,No Information,radio,Is there an exact date of birth for the patient?,"CH00001, Yes|CH00002, No",,,,,,,,,,,,,1
am2_dob,present_illness,No Information,text,Patient's Date of Birth,,,date_dmy,,,,[am2_dob_known]='CH00001',,,,,,,1
am2_age,present_illness,No Information,text,Age at death (years) if exact birthdate not known,,Approximate if needed based on medical chart,integer,,,,[am2_dob_known]='CH00002',,,,,,,1
am2_dod,present_illness,FINAL OUTCOME,text,Date of death,,,date_dmy,,,,,,,,,,,1
am2_tod,present_illness,FINAL OUTCOME,text,Time of death,,,time,,,,,,,,,,,1
am2_za_locdeath,present_illness,FINAL OUTCOME,dropdown,Location of patient death,"CH00012, Hospital | CH00013, Health Center | CH00014, Health Post | CH00015, Home (own or family) | CH00016, On the way to health facility | CH01839, From one health facility to another | CH01840, Traditional birth attendant place of practice | CH01841, Traditional healer place of practice | CH00017, Other location | CH00003, Unknown",,,,,,[am1_country] = '001' and [user-dag-id] = '381',,,,,,,1
am2_mz_locdeath,present_illness,FINAL OUTCOME,dropdown,Location of patient death,"CH00012, Hospital | CH00013, Health Center | CH00014, Health Post | CH00015, Home (own or family) | CH00016, On the way to health facility | CH01839, From one health facility to another | CH01840, Traditional birth attendant place of practice | CH01841, Traditional healer place of practice | CH00017, Other location | CH00003, Unknown",,,,,,[am1_country] = '003' and [user-dag-id] = '382',,,,,,,1
am2_sl_locdeath,present_illness,FINAL OUTCOME,dropdown,Location of patient death,"CH00012, Hospital |CH00013, Health Center | CH00014, Health Post | CH00015, Home (own or family) | CH00016, On the way to health facility | CH01839, From one health facility to another | CH01840, Traditional birth attendant place of practice | CH01841, Traditional healer place of practice | CH00017, Other location | CH00003, Unknown",,,,,,[am1_country] = '007' and [user-dag-id] = '257',,,,,,,1
am2_ke_locdeath,present_illness,FINAL OUTCOME,dropdown,Location of patient death,"1, Regional Referral Hospital (JOOTRH) | 2, County Referral Hospital | 3, Sub-county Hospital | 11, Health Center | 12, Dispensary | CH00015, Home (own or family) | CH00016, On the way to health facility | CH01839, From one health facility to another | CH01840, Traditional birth attendant place of practice | CH01841, Traditional healer place of practice | CH00017, Other location | CH00003, Unknown",,,,,,[am1_country] = '004' and [user-dag-id] = '258',,,,,,,1
am2_fac_ke,present_illness,FINAL OUTCOME,radio,Health facility name (Kenya),"14, Jootrh | 1, Aga Khan Hospital | 15, Kisumu County Hospital | 35, Siaya County Hospital | 19, Lumumba Sub County Hospital | 23, Migosi Sub County Hospital | 2, Ap Line Dispensary | 3, Ashburn Ohuru Clinic | 4, Bar Agulu Dispensary | 5, Barding Dispensary | 6, Barma Clinic | 7, Barolengo Dispensary | 8, Future Life Dispensary | 9, Gok Prison Siaya | 10, Helsamy Medical Clinic | 11, Jalaram Nursing Home | 12, Jalsongo Medical Clinic | 13, Jamii Clinical Services Clinic | 16, Kisumu Police Lines Dispensary | 17, Kogelo Dispensary | 18, Kuoyo Health Center | 20, Manyatta Community Medical Clinic | 21, Marie Stopes Nursing Home (Kisumu) | 22, Masumbi Dispensary | 24, Mtc Clinic (Kisumu) | 25, Mulaha Dispensary | 26, New Spring Medical Care | 27, Ngiya Health Centre | 28, Nightingale Medical Centre | 29, Nyalenda Health Centre | 30, Nyathengo Dispensary | 31, Olps Clinic | 32, Paula Nursing Home | 33, Port Florence Clinic | 34, Randago Dispensary | 36, Siaya Medical Centre | 37, Siwandhe Medical Clinic | 38, St Jude's Clinic | 39, Star Maternity & Nursing Home | 40, Stops Medical Clinic Kenya Ltd | 41, Tingwangi Health Centre | 42, Tuungane Youth Centre (Kisumu East) | 43, Ulafu Dispensary | 44, Umala Dispensary | CH01857, Other Health Facility | CH00750, Unknown or Unavailable",,,,,,([am2_ke_locdeath] = '1' or [am2_ke_locdeath] = '2' or [am2_ke_locdeath] = '3' or [am2_ke_locdeath] = '11' or [am2_ke_locdeath] = '12') and [user-dag-id] = '258',,,,,,,1
am2_fac_sl,present_illness,FINAL OUTCOME,radio,Health facility name (Sierra Leone),"CH02739, Bo - Government Hospital | CH02740, Bo - Agape CHC | CH02741, Bo - Child Resue Center | CH02742, Bo - Children Hospital | CH02743, Bo - Favour MCHP | CH02744, Bo - Gender MCHP | CH02745, Bo - Gila's Hospital | CH02746, Bo - Haikel CHC | CH02747, Bo - Kindoya Hospital | CH02748, Bo - Lewadu CHC | CH02749, Bo - M. M. Maternity MCHP | CH02750, Bo - MCH (Kakua) Static | CH02751, Bo - Mercy Hospital | CH02752, Bo - Needy CHC | CH02753, Bo - New Police Barracks CHC | CH02754, Bo - Praise Foundation CHC | CH02755, Bo - Simbo Town CHP | CH02756, Bo - SLRCS (Bo) Clinic CHC | CH02757, Bo - Tikonko CHC | CH02758, Bo - UNIMUS MCHP | CH02759, Bo - Yemmu Town CHC | CH02760, Bo - Zaion (Bendawa) CHC | CH01566, Bombali - Loreto Clinic | CH01569, Bombali - Mabolleh | CH01578, Bombali - Maforay | CH01559, Bombali - Magbeneth Community Hospital | CH01577, Bombali - Makama | CH01558, Bombali - Makeni Government Hospital | CH01573, Bombali - Makump Bana | CH01572, Bombali - Manonkoh | CH01570, Bombali - Masorie | CH01575, Bombali - Pate Bana | CH01568, Bombali - Red Cross | CH01571, Bombali - Robat | CH01574, Bombali - Rokunta | CH01576, Bombali - Teko Baracks | CH01857, Other Health Facility | CH00750, Unknown or Unavailable",,,,,,([am2_sl_locdeath] = 'CH00012' or [am2_sl_locdeath] = 'CH00013' or [am2_sl_locdeath] = 'CH00014') and [user-dag-id] = '257',,,,,,,1
am2_fac_za,present_illness,FINAL OUTCOME,radio,Health facility name (South Africa),"CH03862, Charlotte Maxeke Johannesburg Academic Hospital | CH02145, BMH (Bheki Mlangeni Hospital) Mortuary | CH01310, Bophelong Clinic | CH02147, Braamfischerville Ext 12 Undertakers' Mortuary | CH01320, Charles Hurwitz Santa Centre | CH02157, CHB Hospital - Respiratory and Meningeal Pathogens Research Unit (RMPRU) | CH02143, CHBAH (Chris Hani Baragwanath Academic Hospital) Mortuary | CH01307, Chiawelo Clinic | CH01303, Chris Hani Baragwanth Hospital | CH01297, Doos Beukes Clinic | CH01311, Eldorado Park Ext 2 | CH01289, Eldorado Park Ext 9 | CH01313, Elias Motsoaledi Clinic | CH02148, Emdeni Undertakers' Mortuary | CH02144, FPS (Forensic Pathology Services) Diepkloof | CH01288, Freedom Park Clinic | CH01285, Freedom Park Clinic | CH01300, Green Village Clinic | CH01317, Hospital St John Eye | CH01319, Itireleng Clinic | CH01298, Jabavu Clinic | CH01314, Kliptown Clinic | CH02156, Lenasia South Undertakers' Mortuary | CH01316, Lesedi Hospital | CH01305, Lilian Goyi Clinic | CH01286, Mandela Sisulu Clinic | CH02151, Mapetla Undertakers' Mortuary | CH01299, Meadowlands Zone 2 Clinic | CH02149, Meadowlands Zone 4 Undertakers' Mortuary | CH02150, Meadowlands Zone 5 Undertakers' Mortuary | CH01295, Michael Maponya Clinic | CH01312, Mofolo Community Health Centre | CH02152, Mofolo North Undertakers' Mortuary | CH01296, Mofolo South Clinic | CH01287, Moroka Clinic | CH01315, Naledi Clinic | CH01291, Noordgesig Clinic | CH01290, Orlando Clinic | CH02153, Phiri/Senaone Undertakers' Mortuary | CH01293, Protea Glen Clinic | CH01309, Protea South Clinic | CH02146, RMH (Rahima Moosa Hospital) Mortuary | CH01306, Shanty Family Health | CH01301, Sinqobile Clinic | CH01308, Slovoville Clinic | CH02155, Thembelilhle Undertakers' Mortuary | CH02154, Thulani Undertakers' Mortuary | CH01292, Tladi Clinic | CH01318, Tshepo Themba | CH01284, Women Plus Clinic | CH01302, Women's clinic Protea Glen | CH01283, Zola Clinic | CH01304, Zola-Jabulani Hospital | CH01294, Zondi Clinic | CH01857, Other Health Facility | CH00750, Unknown or Unavailable",,,,,,([am2_za_locdeath] = 'CH00012' or [am2_za_locdeath] = 'CH00013' or [am2_za_locdeath] = 'CH00014') and [user-dag-id] = '381',,,,,,,1
