"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
lung_orgother_ch00603_4_rt,lung_microbiology_results,,text,"Specify organism",,,,,,,[lung_orgcode_ch00603_4_rt]='CH01741',,,,,,"[comment] "
lung_isolate_ch00603_4_rt,lung_microbiology_results,,text,"Isolate ID",,,,,,,[lung_org_ch00603_4id_rt]='CH00001',,RH,,,,
lung_org_ch00603_5id_rt,lung_microbiology_results,,radio,"Was another organism identified?","CH00001, Yes | CH00002, No",,,,,,[lung_org_ch00603_4id_rt]='CH00001',,RH,,,,
lung_org_ch00603_5_rt,lung_microbiology_results,,descriptive,"<center>Organism 5</center> ",,,,,,,"[lung_org_ch00603_5id_rt] = 'CH00001'",,,,,,
lung_orgcode_ch00603_5_rt,lung_microbiology_results,,dropdown,"Organism code","CH00203, Abiotrophia defectiva | CH00198, Acinetobacter lwoffii | CH01407, Acinetobacter spp | CH00288, Acinetobacter baumannii | CH00213, Actinobacillus actinomycetemcomitans | CH00164, Aerococcus viridans | CH00187, Alcaligenes faecalis | CH01859, Bacillus spp | CH00159, Bacillus subtilis | CH00160, Candida albicans | CH00197, Candida glabrata | CH00196, Candida tropicalis | CH00195, Candida parapsilosis | CH00188, Cardiobacterium hominis | CH01860, Coagulase Negative Staphylococcus | CH00189, Corynebacterium jeikeium | CH00312, Corynebacterium spp | CH00161, Cryptococcus neoformans | CH00162, Eikenella corrodens | CH00177, Enterobacter cloacae | CH01861, Enterococcus spp | CH00173, Enterococcus faecalis | CH00323, Enterococcus faecium | CH00163, Escherichia coli | CH00202, Granulicatella adiacens | CH00166, Haemophilus influenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00191, Haemophilis parainfluenzae | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp | CH01863, Klebsiella terragina | CH00192, Leuconostoc mesenteroides | CH00212, Micrococcus luteus | CH00167, Neissera gonorrhoeae | CH00168, Neisseria meningitides | CH00201, Pediococcus acidilactici | CH00169, Proteus mirabilis | CH00190, Providencia stuartii | CH00170, Pseudomonas aeruginosa | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH01864, Viridans streptococcus | CH01742, Other | CH02294, Indeterminate Organism Identification",,,,,,"[lung_org_ch00603_5id_rt] = 'CH00001'",,,,,,
lung_orgother_ch00603_5_rt,lung_microbiology_results,,text,"Specify organism",,,,,,,[lung_orgcode_ch00603_5_rt]='CH01742',,,,,,"[comment] "
lung_isolate_ch00603_5_rt,lung_microbiology_results,,text,"Isolate ID",,,,,,,[lung_org_ch00603_5id_rt]='CH00001',,RH,,,,
lung_1_ch00272_rt,lung_microbiology_results," Right Lung Gram Stain",radio,"Confirm test for which you are entering results","CH00272, Gram stain",,,,,,[lung_testing_loc(CH00649)]='1',y,RH,,,,[testing_code]
lung_1_result_ch00272_rt,lung_microbiology_results,,radio,"Was an organism seen? ","CH01262, Organism found or seen | CH00199, No organism seen | CH00206, Not tested",,,,,,[lung_testing_loc(CH00649)]='1',y,,,,,"[result_codedvalue] ; only if organism not seen or not tested"
lung_1_dt_ch00272_rt,lung_microbiology_results,,text,"Date of test",,,date_dmy,,,,"[lung_1_result_ch00272_rt] = 'CH01262' or [lung_1_result_ch00272_rt] = 'CH00199'",,,,,,
lung_1_rdt_ch00272_rt,lung_microbiology_results,,text,"Date of final result",,,date_dmy,,,,"[lung_1_result_ch00272_rt] = 'CH01262' or [lung_1_result_ch00272_rt] = 'CH00199'",,,,,,
lung_1_spec_ch00272_rt,lung_microbiology_results,,radio,"Specimen Type","CH00101, Microbial culture","<i>If machine result negative then lung<br> If machine result positive then microbial culture</i>",,,,,"[lung_1_result_ch00272_rt] = 'CH01262' or [lung_1_result_ch00272_rt] = 'CH00199'",,,,,,
lung_1_org_ch00272_rt,lung_microbiology_results,,checkbox,"Description of any organism by Gram stain of bone marrow aspirate culture broth (check all that apply)","CH00209, Gram-negative rods | CH00183, Gram-positive cocci in clusters | CH00208, Gram-negative coccobacilli | CH00182, Gram-positive cocci in chains | CH00165, Gram-positive cocci single cells | CH00186, Gram-negative diplococci | CH00184, Gram-positive diplococci | CH00185, Gram-negative cocci | CH00178, Gram-positive rods | CH00207, Yeasts and other fungal elements",,,,,,[lung_1_result_ch00272_rt]='CH01262',,,,,,"[result_codedvalue] ; since this is a check all that apply question the coded value will have to be extracted from the column name"
lung_gs_another_rt,lung_microbiology_results,,radio,"Do you have another Gram Stain result to enter? ","CH00001, Yes | CH00002, No",,,,,,"[lung_1_result_ch00272_rt] = 'CH01262' or [lung_1_result_ch00272_rt] = 'CH00199'",,RH,,,,
lung_2_ch00272_rt,lung_microbiology_results," ",radio,"Confirm test for which you are entering results","CH00272, Gram stain",,,,,,[lung_gs_another_rt]='CH00001',,RH,,,,"[testing_code] "
lung_2_result_ch00272_rt,lung_microbiology_results,,radio,"Was an organism seen? ","CH01262, Organism found or seen | CH00199, No organism seen | CH00206, Not tested",,,,,,[lung_gs_another_rt]='CH00001',,,,,,"[result_codedvalue] ; only if organism not seen or not tested"
lung_2_dt_ch00272_rt,lung_microbiology_results,,text,"Date of test",,,date_dmy,,,,[lung_gs_another_rt]='CH00001',,,,,,
lung_2_rdt_ch00272_rt,lung_microbiology_results,,text,"Date of final result",,,date_dmy,,,,[lung_gs_another_rt]='CH00001',,,,,,
lung_2_spec_ch00272_rt,lung_microbiology_results,,radio,"Specimen Type","CH00101, Microbial culture","<i>If machine result negative then lung<br> If machine result positive then microbial culture</i>",,,,,[lung_gs_another_rt]='CH00001',,,,,,
lung_2_org_ch00272_rt,lung_microbiology_results,,checkbox,"Description of any organism by Gram stain of bone marrow aspirate culture broth (check all that apply)","CH00209, Gram-negative rods | CH00183, Gram-positive cocci in clusters | CH00208, Gram-negative coccobacilli | CH00182, Gram-positive cocci in chains | CH00165, Gram-positive cocci single cells | CH00186, Gram-negative diplococci | CH00184, Gram-positive diplococci | CH00185, Gram-negative cocci | CH00178, Gram-positive rods | CH00207, Yeasts and other fungal elements",,,,,,[lung_2_result_ch00272_rt]='CH01262',,,,,,"[result_codedvalue] ; since this is a check all that apply question the coded value will have to be extracted from the column name"
lung_test_ch00604_rt,lung_microbiology_results," Right Lung Sub-Culture",radio,"Confirm test for which you are entering results","CH00604, Sub-culture",,,,,,[lung_testing_loc(CH00649)]='1',y,RH,,,,plac_micro_tp_r
lung_growth_ch00604_rt,lung_microbiology_results,,radio,"Description of <u>sub-culture</u> growth results","CH00211, Bacterial growth <u>present</u> | CH00200, Bacterial growth <u>absent</u> | CH00206, Not tested",,,,,,[lung_testing_loc(CH00649)]='1',y,,,,,
lung_dt_ch00604_rt,lung_microbiology_results,,text,Date,,,date_dmy,,,,"[lung_growth_ch00604_rt] = 'CH00211' or [lung_growth_ch00604_rt] = 'CH00200'",,RH,,,,
lung_rdt_ch00604_rt,lung_microbiology_results,,text,"Date of final results",,,date_dmy,,,,"[lung_growth_ch00604_rt] = 'CH00211' or [lung_growth_ch00604_rt] = 'CH00200'",,,,,,
lung_specimen_ch00604_rt,lung_microbiology_results,,radio,"Specimen type","CH00101, Microbial culture","<i>If machine result negative then blood in culture media or lung<br> If machine result positive then microbial culture</i>",,,,,"[lung_growth_ch00604_rt] = 'CH00211' or [lung_growth_ch00604_rt] = 'CH00200'",,,,,,
lung_tm_ch00604_rt,lung_microbiology_results,,radio,"Testing method","CH00715, Culture plate",,,,,,"[lung_growth_ch00604_rt] = 'CH00211' or [lung_growth_ch00604_rt] = 'CH00200'",,,,,,"Testing Method"
lung_org_ch00604_1_rt,lung_microbiology_results,"Right Lung Sub-Culture - Organism Identification (if found)",descriptive,"<center>Organism 1</center> ",,,,,,,"[lung_growth_ch00604_rt] = 'CH00211'",,,,,,
lung_orgcode_ch00604_1_rt,lung_microbiology_results,,dropdown,"Organism code","CH00203, Abiotrophia defectiva | CH00198, Acinetobacter lwoffii | CH01407, Acinetobacter spp | CH00288, Acinetobacter baumannii | CH00213, Actinobacillus actinomycetemcomitans | CH00164, Aerococcus viridans | CH00187, Alcaligenes faecalis | CH01859, Bacillus spp | CH00159, Bacillus subtilis | CH00160, Candida albicans | CH00197, Candida glabrata | CH00196, Candida tropicalis | CH00195, Candida parapsilosis | CH00188, Cardiobacterium hominis | CH01860, Coagulase Negative Staphylococcus | CH00189, Corynebacterium jeikeium | CH00312, Corynebacterium spp | CH00161, Cryptococcus neoformans | CH00162, Eikenella corrodens | CH00177, Enterobacter cloacae | CH01861, Enterococcus spp | CH00173, Enterococcus faecalis | CH00323, Enterococcus faecium | CH00163, Escherichia coli | CH00202, Granulicatella adiacens | CH00166, Haemophilus influenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00191, Haemophilis parainfluenzae | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp | CH01863, Klebsiella terragina | CH00192, Leuconostoc mesenteroides | CH00212, Micrococcus luteus | CH00167, Neissera gonorrhoeae | CH00168, Neisseria meningitides | CH00201, Pediococcus acidilactici | CH00169, Proteus mirabilis | CH00190, Providencia stuartii | CH00170, Pseudomonas aeruginosa | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH01864, Viridans streptococcus | CH00216, Other | CH02294, Indeterminate Organism Identification",,,,,,"[lung_growth_ch00604_rt] = 'CH00211'",,,,,,"[result_codedvalue] associated test code is [test_code_45335_7] "
lung_orgother_ch00604_1_rt,lung_microbiology_results,,text,"Specify organism",,,,,,,[lung_orgcode_ch00604_1_rt]='CH00216',,,,,,"[comment] "
lung_isolate_ch00604_1_rt,lung_microbiology_results,,text,"Isolate ID",,,,,,,"[lung_growth_ch00604_rt] = 'CH00211'",,RH,,,,
lung_org_ch00604_2id_rt,lung_microbiology_results,,radio,"Was another organism identified?","CH00001, Yes | CH00002, No",,,,,,"[lung_growth_ch00604_rt] = 'CH00211'",,RH,,,,
lung_org_ch00604_2_rt,lung_microbiology_results,,descriptive,"<center>Organism 2</center> ",,,,,,,[lung_org_ch00604_2id_rt]='CH00001',,,,,,
lung_orgcode_ch00604_2_rt,lung_microbiology_results,,dropdown,"Organism code","CH00203, Abiotrophia defectiva | CH00198, Acinetobacter lwoffii | CH01407, Acinetobacter spp | CH00288, Acinetobacter baumannii | CH00213, Actinobacillus actinomycetemcomitans | CH00164, Aerococcus viridans | CH00187, Alcaligenes faecalis | CH01859, Bacillus spp | CH00159, Bacillus subtilis | CH00160, Candida albicans | CH00197, Candida glabrata | CH00196, Candida tropicalis | CH00195, Candida parapsilosis | CH00188, Cardiobacterium hominis | CH01860, Coagulase Negative Staphylococcus | CH00189, Corynebacterium jeikeium | CH00312, Corynebacterium spp | CH00161, Cryptococcus neoformans | CH00162, Eikenella corrodens | CH00177, Enterobacter cloacae | CH01861, Enterococcus spp | CH00173, Enterococcus faecalis | CH00323, Enterococcus faecium | CH00163, Escherichia coli | CH00202, Granulicatella adiacens | CH00166, Haemophilus influenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00191, Haemophilis parainfluenzae | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp | CH01863, Klebsiella terragina | CH00192, Leuconostoc mesenteroides | CH00212, Micrococcus luteus | CH00167, Neissera gonorrhoeae | CH00168, Neisseria meningitides | CH00201, Pediococcus acidilactici | CH00169, Proteus mirabilis | CH00190, Providencia stuartii | CH00170, Pseudomonas aeruginosa | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH01864, Viridans streptococcus | CH01739, Other | CH02294, Indeterminate Organism Identification",,,,,,[lung_org_ch00604_2id_rt]='CH00001',,,,,,
lung_orgother_ch00604_2_rt,lung_microbiology_results,,text,"Specify organism",,,,,,,[lung_orgcode_ch00604_2_rt]='CH01739',,,,,,"[comment] "
lung_isolate_ch00604_2_rt,lung_microbiology_results,,text,"Isolate ID",,,,,,,[lung_org_ch00604_2id_rt]='CH00001',,RH,,,,
lung_org_ch00604_3id_rt,lung_microbiology_results,,radio,"Was another organism identified?","CH00001, Yes | CH00002, No",,,,,,[lung_org_ch00604_2id_rt]='CH00001',,RH,,,,
lung_org_ch00604_3_rt,lung_microbiology_results,,descriptive,"<center>Organism 3</center> ",,,,,,,[lung_org_ch00604_3id_rt]='CH00001',,,,,,
lung_orgcode_ch00604_3_rt,lung_microbiology_results,,dropdown,"Organism code","CH00203, Abiotrophia defectiva | CH00198, Acinetobacter lwoffii | CH01407, Acinetobacter spp | CH00288, Acinetobacter baumannii | CH00213, Actinobacillus actinomycetemcomitans | CH00164, Aerococcus viridans | CH00187, Alcaligenes faecalis | CH01859, Bacillus spp | CH00159, Bacillus subtilis | CH00160, Candida albicans | CH00197, Candida glabrata | CH00196, Candida tropicalis | CH00195, Candida parapsilosis | CH00188, Cardiobacterium hominis | CH01860, Coagulase Negative Staphylococcus | CH00189, Corynebacterium jeikeium | CH00312, Corynebacterium spp | CH00161, Cryptococcus neoformans | CH00162, Eikenella corrodens | CH00177, Enterobacter cloacae | CH01861, Enterococcus spp | CH00173, Enterococcus faecalis | CH00323, Enterococcus faecium | CH00163, Escherichia coli | CH00202, Granulicatella adiacens | CH00166, Haemophilus influenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00191, Haemophilis parainfluenzae | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp | CH01863, Klebsiella terragina | CH00192, Leuconostoc mesenteroides | CH00212, Micrococcus luteus | CH00167, Neissera gonorrhoeae | CH00168, Neisseria meningitides | CH00201, Pediococcus acidilactici | CH00169, Proteus mirabilis | CH00190, Providencia stuartii | CH00170, Pseudomonas aeruginosa | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH01864, Viridans streptococcus | CH01740, Other | CH02294, Indeterminate Organism Identification",,,,,,[lung_org_ch00604_3id_rt]='CH00001',,,,,,
lung_orgother_ch00604_3_rt,lung_microbiology_results,,text,"Specify organism",,,,,,,[lung_orgcode_ch00604_3_rt]='CH01740',,,,,,"[comment] "
lung_isolate_ch00604_3_rt,lung_microbiology_results,,text,"Isolate ID",,,,,,,[lung_org_ch00604_3id_rt]='CH00001',,RH,,,,
lung_org_ch00604_4id_rt,lung_microbiology_results,,radio,"Was another organism identified?","CH00001, Yes | CH00002, No",,,,,,[lung_org_ch00604_3id_rt]='CH00001',,RH,,,,
lung_org_ch00604_4_rt,lung_microbiology_results,,descriptive,"<center>Organism 4</center> ",,,,,,,[lung_org_ch00604_4id_rt]='CH00001',,,,,,
lung_orgcode_ch00604_4_rt,lung_microbiology_results,,dropdown,"Organism code","CH00203, Abiotrophia defectiva | CH00198, Acinetobacter lwoffii | CH01407, Acinetobacter spp | CH00288, Acinetobacter baumannii | CH00213, Actinobacillus actinomycetemcomitans | CH00164, Aerococcus viridans | CH00187, Alcaligenes faecalis | CH01859, Bacillus spp | CH00159, Bacillus subtilis | CH00160, Candida albicans | CH00197, Candida glabrata | CH00196, Candida tropicalis | CH00195, Candida parapsilosis | CH00188, Cardiobacterium hominis | CH01860, Coagulase Negative Staphylococcus | CH00189, Corynebacterium jeikeium | CH00312, Corynebacterium spp | CH00161, Cryptococcus neoformans | CH00162, Eikenella corrodens | CH00177, Enterobacter cloacae | CH01861, Enterococcus spp | CH00173, Enterococcus faecalis | CH00323, Enterococcus faecium | CH00163, Escherichia coli | CH00202, Granulicatella adiacens | CH00166, Haemophilus influenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00191, Haemophilis parainfluenzae | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp | CH01863, Klebsiella terragina | CH00192, Leuconostoc mesenteroides | CH00212, Micrococcus luteus | CH00167, Neissera gonorrhoeae | CH00168, Neisseria meningitides | CH00201, Pediococcus acidilactici | CH00169, Proteus mirabilis | CH00190, Providencia stuartii | CH00170, Pseudomonas aeruginosa | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH01864, Viridans streptococcus | CH01741, Other | CH02294, Indeterminate Organism Identification",,,,,,[lung_org_ch00604_4id_rt]='CH00001',,,,,,
lung_orgother_ch00604_4_rt,lung_microbiology_results,,text,"Specify organism",,,,,,,[lung_orgcode_ch00604_4_rt]='CH01741',,,,,,"[comment] "
lung_isolate_ch00604_4_rt,lung_microbiology_results,,text,"Isolate ID",,,,,,,[lung_org_ch00604_4id_rt]='CH00001',,RH,,,,
lung_org_ch00604_5id_rt,lung_microbiology_results,,radio,"Was another organism identified?","CH00001, Yes | CH00002, No",,,,,,[lung_org_ch00604_4id_rt]='CH00001',,RH,,,,
lung_org_ch00604_5_rt,lung_microbiology_results,,descriptive,"<center>Organism 5</center> ",,,,,,,"[lung_org_ch00604_5id_rt] = 'CH00001'",,,,,,
lung_orgcode_ch00604_5_rt,lung_microbiology_results,,dropdown,"Organism code","CH00203, Abiotrophia defectiva | CH00198, Acinetobacter lwoffii | CH01407, Acinetobacter spp | CH00288, Acinetobacter baumannii | CH00213, Actinobacillus actinomycetemcomitans | CH00164, Aerococcus viridans | CH00187, Alcaligenes faecalis | CH01859, Bacillus spp | CH00159, Bacillus subtilis | CH00160, Candida albicans | CH00197, Candida glabrata | CH00196, Candida tropicalis | CH00195, Candida parapsilosis | CH00188, Cardiobacterium hominis | CH01860, Coagulase Negative Staphylococcus | CH00189, Corynebacterium jeikeium | CH00312, Corynebacterium spp | CH00161, Cryptococcus neoformans | CH00162, Eikenella corrodens | CH00177, Enterobacter cloacae | CH01861, Enterococcus spp | CH00173, Enterococcus faecalis | CH00323, Enterococcus faecium | CH00163, Escherichia coli | CH00202, Granulicatella adiacens | CH00166, Haemophilus influenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00191, Haemophilis parainfluenzae | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp | CH01863, Klebsiella terragina | CH00192, Leuconostoc mesenteroides | CH00212, Micrococcus luteus | CH00167, Neissera gonorrhoeae | CH00168, Neisseria meningitides | CH00201, Pediococcus acidilactici | CH00169, Proteus mirabilis | CH00190, Providencia stuartii | CH00170, Pseudomonas aeruginosa | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH01864, Viridans streptococcus | CH01742, Other | CH02294, Indeterminate Organism Identification",,,,,,"[lung_org_ch00604_5id_rt] = 'CH00001'",,,,,,
lung_orgother_ch00604_5_rt,lung_microbiology_results,,text,"Specify organism",,,,,,,[lung_orgcode_ch00604_5_rt]='CH01742',,,,,,"[comment] "
lung_isolate_ch00604_5_rt,lung_microbiology_results,,text,"Isolate ID",,,,,,,[lung_org_ch00604_5id_rt]='CH00001',,RH,,,,
lung_comment_ch00603_rt,lung_microbiology_results,"Right Lung  Culture Comments",notes,Comments,,,,,,,"[lung_result_ch00603_rt] = 'CH00211' or [lung_result_ch00603_rt] = 'CH00200' or [lung_result_ch00603_rt] = 'CH00206'",,RH,,,,"[comments] only for record associated with test in [test_code_6463_4] "
lung_specimen_id_lft,lung_microbiology_results,"LEFT LUNG",text,"Left Lung Specimen ID",,,,,,,[lung_testing_loc(CH00650)]='1',,,,,,
lung_contype_ch00603_lft,lung_microbiology_results,,checkbox,"Specimen Condition","CH00225, Received in appropriate conditions and timeframe | CH00226, Received MORE THAN 12 hours after collection | CH00227, Problem with tube labeling | CH00228, Container leaking | CH00229, Wrong type of tube or container | CH00230, Inappropriate temperature | CH00231, Other condition","check all that apply",,,,,[lung_testing_loc(CH00650)]='1',,,,,,"[specimen_condition] ."
lung_conother_ch00603_lft,lung_microbiology_results,,text,"Please specify",,,,,,,"[lung_contype_ch00603_lft(CH00231)] = '1' and [lung_testing_loc(CH00650)]='1'",,,,,,"[comments] associated with test  [test_code_6463_4]  Version 0.0.0."
lung_test_code_ch00603_lft,lung_microbiology_results,"Left Lung Culture",radio,"Confirm test for which you are entering results","CH00603, Lung Tissue Culture",,,,,,[lung_testing_loc(CH00650)]='1',y,RH,,,,csf_isolate_ch00604_1
lung_result_ch00603_lft,lung_microbiology_results,,radio,"Growth result","CH00211, Bacterial growth <u>present</u> (Alarm) | CH00200, No growth (No Alarm) | CH00206, Not tested",,,,,,[lung_testing_loc(CH00650)]='1',y,,,,,"[result_codedvalue] associated with test  [test_code_6463_4]"
lung_not_done_ch00603_lft,lung_microbiology_results,,radio,"Reason not done","CH00218, Sample not received or lost | CH00219, Sample mix-up or aliquotting or labeling error | CH00220, Sample not handled or processed correctly | CH00221, Wrong test ordered | CH00222, No or Incomplete test run (reagent or instrument or method problem) | CH00223, Invalid test run (QC failure) | CH00217, Sample quantity not sufficient |CH00224, Other reason",,,,,,"[lung_result_ch00603_lft] = 'CH00206'",,,,,,"[reason_nottested] associated with test  [test_code_6463_4] "
lung_reason_ch00603_lft,lung_microbiology_results,,notes,"Please explain",,,,,,,"[lung_not_done_ch00603_lft] = 'CH00224'",,,,,,"[comment] associated with test  [test_code_6463_4]"
lung_dt_auto_ch00603_lft,lung_microbiology_results,"Left Lung Test Information",text,"Date plated or date placed in machine",,,date_dmy,,,,"[lung_result_ch00603_lft] = 'CH00211' or [lung_result_ch00603_lft] = 'CH00200'",,,,,,"[testing_date]  associated with test  [test_code_6463_4]  "
lung_time_auto_ch00603_lft,lung_microbiology_results,,text,"Time plated or placed in machine",,,time,,,,"[lung_result_ch00603_lft] = 'CH00211' or [lung_result_ch00603_lft] = 'CH00200'",,,,,,
lung_h_pos_ch00603_lft,lung_microbiology_results,,text,"Time to positive",,,number,,,,"[lung_result_ch00603_lft] = 'CH00211'",,,,,,
lung_h_pos_unit_ch00603_lft,lung_microbiology_results,,dropdown,"Time to positive unit","CH01113, Hours | CH01114, Days",,,,,,"[lung_result_ch00603_lft] = 'CH00211'",,,,,,
lung_r_dt_ch00603_lft,lung_microbiology_results,,text,"Date final result determined",,,date_dmy,,,,"[lung_result_ch00603_lft] = 'CH00211' or [lung_result_ch00603_lft] = 'CH00200'",,RH,,,,"[result_date] "
lung_specimen_type_ch00603_lft,lung_microbiology_results,,radio,"Specimen type","CH00845,Lung Tissue",,,,,,"[lung_result_ch00603_lft] = 'CH00211' or [lung_result_ch00603_lft] = 'CH00200'",,,,,,"[specimen_type] "
lung_instrument_ch00603_lft,lung_microbiology_results,,radio,"Testing instrument","CH00133, BD BACTEC | CH00143, BioMerieux BacT/ALERT | CH00127, BioMerieux NucliSens easyQ | CH00715, Culture plate",,,,,,"[lung_result_ch00603_lft] = 'CH00211' or [lung_result_ch00603_lft] = 'CH00200'",,,,,,[testing_instrument]
lung_org_ch00603_1_lft,lung_microbiology_results,"Left Lung Growth Result - Organism Identification (if found)",descriptive,"<center>Organism 1</center> ",,,,,,,"[lung_result_ch00603_lft] = 'CH00211'",,,,,,
lung_orgcode_ch00603_1_lft,lung_microbiology_results,,dropdown,"Organism code","CH00203, Abiotrophia defectiva | CH00198, Acinetobacter lwoffii | CH01407, Acinetobacter spp | CH00288, Acinetobacter baumannii | CH00213, Actinobacillus actinomycetemcomitans | CH00164, Aerococcus viridans | CH00187, Alcaligenes faecalis | CH01859, Bacillus spp | CH00159, Bacillus subtilis | CH00160, Candida albicans | CH00197, Candida glabrata | CH00196, Candida tropicalis | CH00195, Candida parapsilosis | CH00188, Cardiobacterium hominis | CH01860, Coagulase Negative Staphylococcus | CH00189, Corynebacterium jeikeium | CH00312, Corynebacterium spp | CH00161, Cryptococcus neoformans | CH00162, Eikenella corrodens | CH00177, Enterobacter cloacae | CH01861, Enterococcus spp | CH00173, Enterococcus faecalis | CH00323, Enterococcus faecium | CH00163, Escherichia coli | CH00202, Granulicatella adiacens | CH00166, Haemophilus influenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00191, Haemophilis parainfluenzae | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp | CH01863, Klebsiella terragina | CH00192, Leuconostoc mesenteroides | CH00212, Micrococcus luteus | CH00167, Neissera gonorrhoeae | CH00168, Neisseria meningitides | CH00201, Pediococcus acidilactici | CH00169, Proteus mirabilis | CH00190, Providencia stuartii | CH00170, Pseudomonas aeruginosa | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH01864, Viridans streptococcus | CH00216, Other | CH02294, Indeterminate Organism Identification",,,,,,"[lung_result_ch00603_lft] = 'CH00211'",,,,,,"[result_codedvalue] associated test code is [test_code_6463_4] "
lung_orgother_ch00603_1_lft,lung_microbiology_results,,text,"Specify organism",,,,,,,[lung_orgcode_ch00603_1_lft]='CH00216',,,,,,"[comment] "
lung_isolate_ch00603_1_lft,lung_microbiology_results,,text,"Isolate ID",,,,,,,"[lung_result_ch00603_lft] = 'CH00211'",,RH,,,,
lung_org_ch00603_2id_lft,lung_microbiology_results,,radio,"Was another organism identified?","CH00001, Yes | CH00002, No",,,,,,"[lung_result_ch00603_lft] = 'CH00211'",,RH,,,,
lung_org_ch00603_2_lft,lung_microbiology_results,,descriptive,"<center>Organism 2</center> ",,,,,,,[lung_org_ch00603_2id_lft]='CH00001',,,,,,
